time_id,mean,mean_abs,std
670,-0.008658031,0.52008873,0.7957835
671,-0.013276614,0.5207713,0.794969
672,-0.014397697,0.5168542,0.78809845
673,-0.021847941,0.519283,0.7940636
674,-0.012459942,0.5151653,0.78900963
675,-0.012421656,0.51401514,0.7917277
676,-0.018582411,0.51058435,0.7866922
677,-0.01631727,0.51163787,0.78908205
678,-0.012586293,0.5141267,0.7965119
679,-0.0111924745,0.5129102,0.7924534
680,-0.011597165,0.51140916,0.79309684
681,-0.0041997787,0.5108368,0.79050183
682,-0.0019825993,0.50790805,0.78055423
683,-0.004229469,0.5110553,0.7872967
684,-0.012550083,0.5064855,0.7770332
685,-0.012677176,0.50633955,0.7772466
686,-0.009252463,0.5077089,0.7827315
687,-0.005498454,0.5107892,0.78615904
688,-0.0074030613,0.51127094,0.78977627
689,-0.0073815905,0.51493233,0.79133546
690,-0.006625042,0.5119224,0.7880641
691,-0.0054009114,0.5146295,0.79249024
692,-0.0024933254,0.5145515,0.790915
693,-0.007437036,0.51328975,0.78740126
694,-0.011789115,0.5104624,0.78562146
695,-0.011054389,0.51029587,0.78563523
696,-0.011679508,0.5105085,0.7857027
697,-0.007581421,0.5149485,0.792262
698,-0.01086561,0.5198895,0.7968598
699,-0.005340755,0.51611006,0.7927382
700,-0.004457678,0.51510096,0.79528826
701,-0.006929176,0.51677155,0.79347295
702,-0.0038392409,0.5155004,0.794842
703,-0.0036715246,0.5151457,0.7954252
704,-0.001174012,0.51570475,0.79502445
705,0.0022511797,0.51614124,0.79878455
706,-0.0009521494,0.5155603,0.7977479
707,0.004462285,0.5162049,0.79883176
708,-0.0033618072,0.52027166,0.80198056
709,0.00018881106,0.5240252,0.80194455
710,-0.0016738526,0.526084,0.8039267
711,-0.0021525882,0.5239696,0.79979914
712,0.0043200054,0.5244775,0.8009917
713,0.008386707,0.52657646,0.8044207
714,0.011526707,0.5249909,0.8005518
715,0.011020803,0.523463,0.7979849
716,0.0071478332,0.5251118,0.7981717
717,0.0052824784,0.5260396,0.7988778
718,0.0023631172,0.5279526,0.7999908
719,0.0012139798,0.53156877,0.8054952
720,0.003988619,0.53184,0.80595225
721,-0.001904041,0.5330677,0.8087502
722,-0.0051216087,0.5327125,0.8092671
723,-0.005422627,0.53464985,0.8146796
724,-0.00493707,0.53322375,0.8095381
725,-0.0063912845,0.53598183,0.81238425
726,-0.008371013,0.53964734,0.8189638
727,-0.010329865,0.5432993,0.8297508
728,-0.014264542,0.552187,0.8384224
729,-0.008718264,0.55317205,0.8410433
730,-0.0059858607,0.5491345,0.83639157
731,-0.004996342,0.5454306,0.8314728
732,-0.007859859,0.54448223,0.8278512
733,-0.0075874454,0.5428473,0.8234837
734,-0.008750986,0.5422531,0.82142806
735,-0.010272041,0.54017806,0.8193592
736,-0.012223884,0.53892803,0.81902426
737,-0.008067408,0.5349336,0.81109035
738,-0.011029959,0.5395245,0.81847525
739,-0.0061860983,0.5427761,0.82411647
740,-0.013314096,0.5389608,0.8168498
741,-0.007432262,0.5392272,0.8184861
742,-0.009819033,0.5396192,0.81884104
743,-0.0068632853,0.53556365,0.814023
744,-0.0022865399,0.534205,0.812175
745,-0.0045895376,0.5342394,0.8112246
746,0.0015601345,0.53160906,0.8099521
747,-0.0026069488,0.53540826,0.81672984
748,-0.0036711069,0.53886104,0.8187408
749,-0.0028492303,0.54271966,0.82707584
750,-0.0039723697,0.5411171,0.82265407
751,-0.00028600224,0.5437789,0.82777447
752,-0.0022127093,0.5419386,0.8232681
753,-0.0009708252,0.5402549,0.81855124
754,-0.004715841,0.5409662,0.8232703
755,-0.0038550948,0.5431381,0.82264495
756,-0.0038231276,0.543279,0.8241198
757,-0.0027015207,0.5422324,0.8221003
758,-0.0022252544,0.5445435,0.8279106
759,-0.0051887697,0.5490887,0.8339748
760,-0.0017799115,0.5445056,0.8276589
761,-0.003718325,0.5437037,0.8276841
762,-0.0044206735,0.5450135,0.83221453
763,-0.0052584587,0.5448355,0.8295709
764,-0.010792102,0.5433542,0.8280187
765,-0.009474717,0.54298466,0.82686573
766,-0.012670924,0.54471743,0.8318938
767,-0.0077416217,0.5444986,0.830875
768,-0.005744859,0.54554325,0.8331363
769,-0.005142294,0.55320454,0.8416871
770,-0.0055216737,0.55275184,0.8416606
771,-0.005716081,0.555136,0.84680635
772,-0.008631472,0.5559692,0.8461417
773,-0.0054900665,0.55674744,0.8467811
774,0.0026451277,0.55589795,0.84666985
775,-0.0028077846,0.5590871,0.85113096
776,-0.003269382,0.5593446,0.8535861
777,-0.0060071456,0.5643926,0.8614003
778,-0.0048279,0.56711316,0.8665772
779,-0.008034576,0.57214504,0.8691534
780,-0.0077069225,0.5688788,0.8659088
781,-0.0044718813,0.5730632,0.8743497
782,-0.00844189,0.57267016,0.8707483
783,-0.0035075906,0.5748183,0.87560976
784,-0.0054907575,0.5754002,0.8732089
785,0.0019786374,0.57513756,0.8754242
786,-0.0018813823,0.5721218,0.8674864
787,-0.00377401,0.5777718,0.8770804
788,-0.010276661,0.58456546,0.88055193
789,-0.009525876,0.58679336,0.88522416
790,-0.013041473,0.586988,0.8874079
791,-0.0056910017,0.58207357,0.8833663
792,-0.009174815,0.58186036,0.8783591
793,-0.010374919,0.58397454,0.8853282
794,-0.00863976,0.58587456,0.88824886
795,-0.013403189,0.5819561,0.88266766
796,-0.011036109,0.5857893,0.8881319
797,-0.011984525,0.58802867,0.8931362
798,-0.015646063,0.5898216,0.89535445
799,-0.009311449,0.5915021,0.8953927
800,-0.01659999,0.58896434,0.8881136
801,-0.010440153,0.59003013,0.89308524
802,-0.017509999,0.5867238,0.8886659
803,-0.022058973,0.5869956,0.8850271
804,-0.017855875,0.58648527,0.88475317
805,-0.022766694,0.5868042,0.8852756
806,-0.020084146,0.58487886,0.8816074
807,-0.022774445,0.58775616,0.88581014
808,-0.018030496,0.59566855,0.8995537
809,-0.014281019,0.59729624,0.89927804
810,-0.015407641,0.59118813,0.8876963
811,-0.01726806,0.5903938,0.88585275
812,-0.017153045,0.5876233,0.88361734
813,-0.022225615,0.5901694,0.8877685
814,-0.02382114,0.5892804,0.8831685
815,-0.019926844,0.5900408,0.8864141
816,-0.021203665,0.59468824,0.8931851
817,-0.01836017,0.5953798,0.89274436
818,-0.017348047,0.597683,0.8970842
819,-0.015437758,0.60313493,0.9006619
820,-0.01902569,0.6008347,0.90109295
821,-0.02065923,0.6027335,0.9056494
822,-0.017981399,0.60365766,0.9067164
823,-0.014406759,0.6035313,0.9092045
824,-0.013694089,0.6055985,0.9130281
825,-0.016530605,0.60818994,0.9173669
826,-0.010630375,0.60951,0.9157595
827,-0.01368386,0.61216396,0.91864073
828,-0.0077450904,0.6223575,0.9313824
829,-0.012082322,0.6407845,0.95714766
830,-0.012065098,0.6347901,0.9519929
831,-0.008417234,0.6320799,0.94680256
832,-0.0059379647,0.62398225,0.9343216
833,-0.010180373,0.6176414,0.9257886
834,-0.008952022,0.6120379,0.91825193
835,-0.01131361,0.61187595,0.9182089
836,-0.01456268,0.6066664,0.90698606
837,-0.012459404,0.60493696,0.9061724
838,-0.0060373098,0.5993037,0.895816
839,-0.01771069,0.5988317,0.8928455
840,-0.014159036,0.5893513,0.87902343
841,-0.010966677,0.5821909,0.86913073
842,-0.007937226,0.5750355,0.8595495
843,-0.011452993,0.5662222,0.84676665
844,-0.010790016,0.55344224,0.8331796
845,-0.0054076556,0.5451759,0.8224346
846,-0.010423782,0.5318631,0.806901
847,-0.018437393,0.5220108,0.8027718
848,-0.018499414,0.5110456,0.80069
849,-0.03291606,0.6005731,0.8974494
850,-0.02643039,0.5950314,0.89543426
851,-0.028225204,0.5929529,0.88835245
852,-0.027519265,0.58815426,0.8801335
853,-0.027472498,0.58520174,0.87325746
854,-0.025195098,0.58440155,0.8742569
855,-0.021556525,0.58302754,0.8765378
856,-0.019669618,0.58491546,0.8737731
857,-0.024304813,0.5907059,0.8847769
858,-0.02197652,0.593299,0.8866619
859,-0.024290502,0.59563684,0.89013076
860,-0.025278887,0.5933247,0.8919068
861,-0.027155776,0.5924056,0.8924459
862,-0.025615169,0.59668344,0.90244335
863,-0.027037261,0.5936778,0.89877295
864,-0.032974344,0.5940269,0.8986718
865,-0.04007292,0.5935513,0.8976661
866,-0.03484997,0.5948487,0.8943858
867,-0.03536368,0.59896237,0.900498
868,-0.026742894,0.60313946,0.90504605
869,-0.03216464,0.61309105,0.92188764
870,-0.03431208,0.61357915,0.92019737
871,-0.044834748,0.61219287,0.914762
872,-0.05240573,0.6127771,0.9186383
873,-0.050178662,0.61569977,0.9224277
874,-0.051793687,0.6174741,0.92707336
875,-0.042456035,0.61644834,0.92537856
876,-0.05010778,0.6142959,0.923186
877,-0.054901954,0.611467,0.91656435
878,-0.051256936,0.6151107,0.91958517
879,-0.045482595,0.6125126,0.9189269
880,-0.0433041,0.6141836,0.92331815
881,-0.040087774,0.6117726,0.9154099
882,-0.047266662,0.6116045,0.9138503
883,-0.0449141,0.6159623,0.9217559
884,-0.042554542,0.6134624,0.9248722
885,-0.03469662,0.6132486,0.9206752
886,-0.03954439,0.61211944,0.91909426
887,-0.037056934,0.6119863,0.9194484
888,-0.036279507,0.61419874,0.9223911
889,-0.038593665,0.6187271,0.92622554
890,-0.025634103,0.615384,0.92451954
891,-0.025545105,0.61860573,0.9255486
892,-0.024700359,0.615464,0.9235296
893,-0.017379,0.6202179,0.932112
894,-0.016793655,0.6171416,0.9259616
895,-0.014456082,0.6162072,0.9282505
896,-0.020769482,0.62056315,0.9262069
897,-0.012669601,0.62411225,0.9323389
898,-0.014142704,0.6285484,0.9417064
899,-0.019157764,0.63656706,0.95022124
900,-0.03765728,0.63619465,0.95025134
901,-0.044765677,0.63795066,0.9528515
902,-0.031757616,0.63706166,0.9506471
903,-0.04334485,0.64089525,0.9572182
904,-0.03999251,0.64138514,0.95822847
905,-0.041324113,0.6401026,0.95190513
906,-0.039576404,0.64159113,0.9550943
907,-0.035714246,0.6452354,0.96014047
908,-0.05790263,0.6572803,0.9769098
909,-0.0465056,0.6556278,0.9775592
910,-0.05178649,0.65199256,0.97188264
911,-0.051131953,0.6566161,0.9770148
912,-0.054119658,0.6562647,0.9769847
913,-0.05497298,0.65476567,0.9716885
914,-0.06007781,0.655972,0.97428674
915,-0.05219733,0.66164505,0.9815797
916,-0.050394587,0.661017,0.9797552
917,-0.061584573,0.6649104,0.9857297
918,-0.05960817,0.669419,0.99222255
919,-0.051433142,0.6751851,0.99909276
920,-0.048980862,0.6731068,0.9964273
921,-0.03624898,0.67380023,0.9994676
922,-0.03919367,0.67618805,0.9997839
923,-0.029679298,0.67941725,1.0101907
924,-0.035265706,0.6787655,1.0061525
925,-0.04011304,0.6789855,1.0078094
926,-0.035048462,0.6765022,1.0066296
927,-0.041236944,0.68035907,1.0009298
928,-0.049720198,0.6881203,1.0122737
929,-0.038864497,0.6897274,1.0151349
930,-0.031135175,0.6840192,1.003795
931,-0.02680745,0.68630636,1.0038342
932,-0.030006504,0.68537414,1.0055597
933,-0.023456426,0.6868404,1.0056506
934,-0.025278581,0.68997055,1.0171473
935,-0.023186421,0.6972088,1.0259732
936,-0.029455962,0.696648,1.0247593
937,-0.0125424145,0.7016131,1.0320526
938,-0.019811597,0.7053354,1.0367095
939,-0.002892927,0.71673226,1.0511379
940,-0.0024197947,0.72256035,1.0587296
941,-0.00324143,0.72718894,1.0656842
942,-0.016171588,0.7306169,1.0683892
943,-0.015274997,0.7405012,1.0818259
944,-0.018304393,0.74428344,1.0823947
945,-0.021656698,0.75095683,1.0948269
946,-0.005706173,0.7506054,1.0925676
947,-0.0042559556,0.75640625,1.1004901
948,0.005222851,0.7798267,1.1274843
949,0.00980043,0.76548016,1.1068333
950,0.0073781675,0.7469336,1.0842149
951,0.0019377673,0.7286617,1.060862
952,0.005288702,0.7074099,1.0298218
953,-0.0041919276,0.6883399,1.0060081
954,0.0027122197,0.6741441,0.9832502
955,-0.0034520891,0.65272236,0.9566955
956,-0.0047519295,0.63291186,0.9291306
957,-0.00073644315,0.6120344,0.9003913
958,0.0031784999,0.5874063,0.86859566
959,-0.009280348,0.56167024,0.83058375
960,-0.0049262904,0.5349186,0.79791385
961,-0.0027308802,0.50103897,0.74386895
962,0.0030589972,0.47078672,0.69965136
963,0.009936103,0.4376796,0.65724325
964,0.012583615,0.4011631,0.6075292
965,0.011234508,0.35633054,0.5431941
966,0.021661466,0.29982883,0.4668653
967,0.0074618417,0.22146383,0.36910635
