date_id,rows,symbols,time_steps
1496,37752,39,968
1497,37752,39,968
1498,37752,39,968
1499,37752,39,968
1500,35816,37,968
1501,37752,39,968
1502,35816,37,968
1503,36784,38,968
1504,37752,39,968
1505,37752,39,968
1506,37752,39,968
1507,37752,39,968
1508,37752,39,968
1509,37752,39,968
1510,36784,38,968
1511,37752,39,968
1512,37752,39,968
1513,36784,38,968
1514,37752,39,968
1515,37752,39,968
1516,37752,39,968
1517,37752,39,968
1518,37752,39,968
1519,37752,39,968
1520,37752,39,968
1521,36784,38,968
1522,36784,38,968
1523,37752,39,968
1524,37752,39,968
1525,36784,38,968
1526,37752,39,968
1527,37752,39,968
1528,37752,39,968
1529,37752,39,968
1530,35816,37,968
1531,37752,39,968
1532,35816,37,968
1533,37752,39,968
1534,37752,39,968
1535,37752,39,968
1536,37752,39,968
1537,37752,39,968
1538,37752,39,968
1539,37752,39,968
1540,35816,37,968
1541,37752,39,968
1542,30008,31,968
1543,37752,39,968
1544,37752,39,968
1545,37752,39,968
1546,36784,38,968
1547,37752,39,968
1548,37752,39,968
1549,36784,38,968
1550,35816,37,968
1551,31944,33,968
1552,37752,39,968
1553,37752,39,968
1554,36784,38,968
1555,34848,36,968
1556,37752,39,968
1557,37752,39,968
1558,37752,39,968
1559,37752,39,968
1560,37752,39,968
1561,36784,38,968
1562,37752,39,968
1563,36784,38,968
1564,37752,39,968
1565,37752,39,968
1566,37752,39,968
1567,37752,39,968
1568,37752,39,968
1569,36784,38,968
1570,37752,39,968
1571,36784,38,968
1572,36784,38,968
1573,37752,39,968
1574,37752,39,968
1575,37752,39,968
1576,37752,39,968
1577,37752,39,968
1578,37752,39,968
1579,37752,39,968
1580,37752,39,968
1581,37752,39,968
1582,35816,37,968
1583,37752,39,968
1584,36784,38,968
1585,37752,39,968
1586,34848,36,968
1587,37752,39,968
1588,36784,38,968
1589,37752,39,968
1590,37752,39,968
1591,37752,39,968
1592,37752,39,968
1593,33880,35,968
1594,36784,38,968
1595,37752,39,968
1596,37752,39,968
1597,34848,36,968
1598,37752,39,968
1599,36784,38,968
1600,34848,36,968
1601,36784,38,968
1602,35816,37,968
1603,35816,37,968
1604,37752,39,968
1605,37752,39,968
1606,37752,39,968
1607,37752,39,968
1608,37752,39,968
1609,37752,39,968
1610,37752,39,968
1611,37752,39,968
1612,36784,38,968
1613,37752,39,968
1614,37752,39,968
1615,36784,38,968
1616,37752,39,968
1617,37752,39,968
1618,35816,37,968
1619,36784,38,968
1620,36784,38,968
1621,36784,38,968
1622,36784,38,968
1623,37752,39,968
1624,37752,39,968
1625,37752,39,968
1626,37752,39,968
1627,37752,39,968
1628,36784,38,968
1629,37752,39,968
1630,37752,39,968
1631,37752,39,968
1632,37752,39,968
1633,37752,39,968
1634,37752,39,968
1635,36784,38,968
1636,26136,27,968
1637,37752,39,968
1638,37752,39,968
1639,37752,39,968
1640,26136,27,968
1641,37752,39,968
1642,37752,39,968
1643,37752,39,968
1644,37752,39,968
1645,37752,39,968
1646,37752,39,968
1647,37752,39,968
1648,37752,39,968
1649,37752,39,968
1650,37752,39,968
1651,37752,39,968
1652,37752,39,968
1653,37752,39,968
1654,37752,39,968
1655,37752,39,968
1656,37752,39,968
1657,37752,39,968
1658,37752,39,968
1659,37752,39,968
1660,37752,39,968
1661,37752,39,968
1662,37752,39,968
1663,37752,39,968
1664,36784,38,968
1665,37752,39,968
1666,36784,38,968
1667,36784,38,968
1668,36784,38,968
1669,36784,38,968
1670,36784,38,968
1671,36784,38,968
1672,35816,37,968
1673,35816,37,968
1674,36784,38,968
1675,36784,38,968
1676,36784,38,968
1677,36784,38,968
1678,37752,39,968
1679,37752,39,968
1680,37752,39,968
1681,36784,38,968
1682,36784,38,968
1683,37752,39,968
1684,37752,39,968
1685,37752,39,968
1686,37752,39,968
1687,37752,39,968
1688,37752,39,968
1689,37752,39,968
1690,37752,39,968
1691,37752,39,968
1692,37752,39,968
1693,37752,39,968
1694,37752,39,968
1695,37752,39,968
1696,36784,38,968
1697,37752,39,968
1698,37752,39,968
